Worker Experience,Profession,Years Programming,Worker Gender,Worker Age
Graduate_Student,Graduate_Student,2.00,Male,27
Graduate_Student,Graduate_Student,2.00,Male,26
Graduate_Student,Graduate_Student,2.00,Male,24
Graduate_Student,Graduate_Student,5.00,Female,27
Graduate_Student,Graduate_Student,2.00,Male,22
Graduate_Student,Graduate_Student,2.00,Male,25
Graduate_Student,Graduate_Student,2.00,Male,25
Graduate_Student,Graduate_Student,2.00,Male,26
Graduate_Student,Graduate_Student,2.00,Male,25
Graduate_Student,Graduate_Student,2.00,Male,27
Graduate_Student,Graduate_Student,5.00,Female,27
Graduate_Student,Graduate_Student,2.00,Male,25
Graduate_Student,Graduate_Student,5.00,Female,27
Graduate_Student,Graduate_Student,2.00,Male,34
Graduate_Student,Graduate_Student,5.00,Female,27
Graduate_Student,Graduate_Student,6.00,Female,27
Graduate_Student,Graduate_Student,2.00,Male,25
Graduate_Student,Graduate_Student,2.00,Male,26
Graduate_Student,Graduate_Student,2.00,Male,42
Graduate_Student,Graduate_Student,2.00,Male,27
Graduate_Student,Graduate_Student,2.00,Male,24
Graduate_Student,Graduate_Student,2.00,Male,28
Graduate_Student,Graduate_Student,3.00,Male,25
Graduate_Student,Graduate_Student,3.00,Male,25
Graduate_Student,Graduate_Student,1.00,Female,28
Graduate_Student,Graduate_Student,3.00,Male,24
Graduate_Student,Graduate_Student,3.00,Male,24
Graduate_Student,Graduate_Student,1.00,Female,28
Graduate_Student,Graduate_Student,3.00,Male,25
Graduate_Student,Graduate_Student,1.00,Female,28
Graduate_Student,Graduate_Student,3.00,Female,28
Graduate_Student,Graduate_Student,3.00,Male,25
Graduate_Student,Graduate_Student,3.00,Female,28
Graduate_Student,Graduate_Student,3.00,Male,25
Graduate_Student,Graduate_Student,4.00,Female,28
Graduate_Student,Graduate_Student,3.00,Male,28
Graduate_Student,Graduate_Student,4.00,Female,28
Graduate_Student,Graduate_Student,3.00,Male,24
Graduate_Student,Graduate_Student,7.00,Female,28
Graduate_Student,Graduate_Student,3.00,Male,25
Graduate_Student,Graduate_Student,3.00,Male,23
Graduate_Student,Graduate_Student,3.00,Male,23
Graduate_Student,Graduate_Student,3.00,Male,23
Graduate_Student,Graduate_Student,3.00,Male,29
Graduate_Student,Graduate_Student,0.00,Female,29
Graduate_Student,Graduate_Student,3.00,Male,31
Graduate_Student,Graduate_Student,1.00,Female,29
Graduate_Student,Graduate_Student,1.00,Female,29
Graduate_Student,Graduate_Student,3.00,Male,27
Graduate_Student,Graduate_Student,3.00,Male,37
Graduate_Student,Graduate_Student,3.00,Male,25
Graduate_Student,Graduate_Student,5.00,Female,29
Graduate_Student,Graduate_Student,3.00,Male,24
Graduate_Student,Graduate_Student,1.00,Female,30
Graduate_Student,Graduate_Student,3.00,Male,24
Graduate_Student,Graduate_Student,3.00,Male,25
Graduate_Student,Graduate_Student,3.00,Male,27
Graduate_Student,Graduate_Student,3.00,Male,29
Graduate_Student,Graduate_Student,3.00,Male,23
Graduate_Student,Graduate_Student,3.00,Male,30
Graduate_Student,Graduate_Student,3.00,Male,25
Graduate_Student,Graduate_Student,3.00,Male,26
Graduate_Student,Graduate_Student,3.00,Male,23
Graduate_Student,Graduate_Student,3.00,Male,25
Graduate_Student,Graduate_Student,3.00,Male,33
Graduate_Student,Graduate_Student,3.00,Male,46
Graduate_Student,Graduate_Student,3.00,Male,31
Graduate_Student,Graduate_Student,3.00,Male,31
Graduate_Student,Graduate_Student,3.00,Male,34
Graduate_Student,Graduate_Student,3.00,Male,28
Graduate_Student,Graduate_Student,3.00,Male,26
Graduate_Student,Graduate_Student,4.00,Male,28
Graduate_Student,Graduate_Student,4.00,Male,22
Graduate_Student,Graduate_Student,4.00,Male,26
Graduate_Student,Graduate_Student,4.00,Male,41
Graduate_Student,Graduate_Student,4.00,Male,23
Graduate_Student,Graduate_Student,1.00,Female,30
Graduate_Student,Graduate_Student,4.00,Male,23
Graduate_Student,Graduate_Student,4.00,Male,31
Graduate_Student,Graduate_Student,3.00,Female,30
Graduate_Student,Graduate_Student,4.00,Male,30
Graduate_Student,Graduate_Student,4.00,Male,24
Graduate_Student,Graduate_Student,4.00,Male,29
Graduate_Student,Graduate_Student,4.00,Male,28
Graduate_Student,Graduate_Student,8.00,Female,30
Graduate_Student,Graduate_Student,4.00,Male,41
Graduate_Student,Graduate_Student,0.00,Female,31
Graduate_Student,Graduate_Student,4.00,Male,28
Graduate_Student,Graduate_Student,0.00,Female,31
Graduate_Student,Graduate_Student,4.00,Male,27
Graduate_Student,Graduate_Student,4.00,Male,28
Graduate_Student,Graduate_Student,4.00,Male,35
Graduate_Student,Graduate_Student,1.00,Female,31
Graduate_Student,Graduate_Student,4.00,Male,27
Graduate_Student,Graduate_Student,5.00,Male,29
Graduate_Student,Graduate_Student,5.00,Male,32
Graduate_Student,Graduate_Student,5.00,Male,22
Graduate_Student,Graduate_Student,5.00,Male,21
Graduate_Student,Graduate_Student,2.00,Female,31
Graduate_Student,Graduate_Student,5.00,Male,25
Graduate_Student,Graduate_Student,3.00,Female,31
Graduate_Student,Graduate_Student,5.00,Male,26
Graduate_Student,Graduate_Student,5.00,Male,26
Graduate_Student,Graduate_Student,5.00,Male,24
Graduate_Student,Graduate_Student,7.00,Female,31
Graduate_Student,Graduate_Student,5.00,Male,37
Graduate_Student,Graduate_Student,5.00,Male,28
Graduate_Student,Graduate_Student,5.00,Male,44
Graduate_Student,Graduate_Student,5.00,Male,25
Graduate_Student,Graduate_Student,5.00,Male,24
Graduate_Student,Graduate_Student,1.00,Female,32
Graduate_Student,Graduate_Student,5.00,Male,29
Graduate_Student,Graduate_Student,5.00,Male,25
Graduate_Student,Graduate_Student,5.00,Male,25
Graduate_Student,Graduate_Student,2.00,Female,32
Graduate_Student,Graduate_Student,5.00,Female,32
Graduate_Student,Graduate_Student,5.00,Male,25
Graduate_Student,Graduate_Student,5.00,Male,26
Graduate_Student,Graduate_Student,5.00,Male,25
Graduate_Student,Graduate_Student,5.00,Male,26
Graduate_Student,Graduate_Student,5.00,Male,26
Graduate_Student,Graduate_Student,5.00,Male,32
Graduate_Student,Graduate_Student,5.00,Male,22
Graduate_Student,Graduate_Student,6.00,Female,32
Graduate_Student,Graduate_Student,5.00,Male,26
Graduate_Student,Graduate_Student,5.00,Male,35
Graduate_Student,Graduate_Student,5.00,Male,25
Graduate_Student,Graduate_Student,5.00,Male,25
Graduate_Student,Graduate_Student,6.00,Female,33
Graduate_Student,Graduate_Student,7.00,Female,33
Graduate_Student,Graduate_Student,5.00,Male,35
Graduate_Student,Graduate_Student,1.00,Female,34
Graduate_Student,Graduate_Student,1.00,Female,35
Graduate_Student,Graduate_Student,2.00,Female,35
Graduate_Student,Graduate_Student,5.00,Male,41
Graduate_Student,Graduate_Student,5.00,Male,30
Graduate_Student,Graduate_Student,5.00,Female,35
Graduate_Student,Graduate_Student,1.00,Female,37
Graduate_Student,Graduate_Student,5.00,Male,30
Graduate_Student,Graduate_Student,1.00,Female,37
Graduate_Student,Graduate_Student,5.00,Female,38
Graduate_Student,Graduate_Student,5.00,Male,27
Graduate_Student,Graduate_Student,6.00,Male,24
Graduate_Student,Graduate_Student,6.00,Male,27
Graduate_Student,Graduate_Student,0.00,Female,40
Graduate_Student,Graduate_Student,3.00,Female,40
Graduate_Student,Graduate_Student,6.00,Male,26
Graduate_Student,Graduate_Student,2.00,Female,41
Graduate_Student,Graduate_Student,6.00,Male,22
Graduate_Student,Graduate_Student,6.00,Male,25
Graduate_Student,Graduate_Student,6.00,Male,23
Graduate_Student,Graduate_Student,6.00,Male,26
Graduate_Student,Graduate_Student,2.00,Female,42
Graduate_Student,Graduate_Student,6.00,Male,47
Graduate_Student,Graduate_Student,6.00,Male,31
Graduate_Student,Graduate_Student,6.00,Male,23
Graduate_Student,Graduate_Student,2.00,Female,42
Graduate_Student,Graduate_Student,6.00,Male,24
Graduate_Student,Graduate_Student,7.00,Male,25
Graduate_Student,Graduate_Student,7.00,Male,21
Graduate_Student,Graduate_Student,2.00,Female,42
Graduate_Student,Graduate_Student,5.00,Female,42
Graduate_Student,Graduate_Student,2.00,Female,44
Graduate_Student,Graduate_Student,7.00,Male,24
Graduate_Student,Graduate_Student,6.00,Female,45
Graduate_Student,Graduate_Student,8.00,Male,25
Graduate_Student,Graduate_Student,8.00,Male,26
Graduate_Student,Graduate_Student,8.00,Male,26
Graduate_Student,Graduate_Student,8.00,Male,28
Graduate_Student,Graduate_Student,8.00,Male,24
Graduate_Student,Graduate_Student,0.00,Female,48
Graduate_Student,Graduate_Student,3.00,Female,53
Graduate_Student,Graduate_Student,9.00,Male,32
Graduate_Student,Graduate_Student,9.00,Male,27
Graduate_Student,Graduate_Student,9.00,Male,26
Hobbyist,Hobbyist,0.50,Female,26
Hobbyist,Hobbyist,0.50,Female,26
Hobbyist,Hobbyist,0.00,Male,23
Hobbyist,Hobbyist,0.00,Female,28
Hobbyist,Hobbyist,0.00,Male,24
Hobbyist,Hobbyist,0.00,Male,24
Hobbyist,Hobbyist,0.00,Male,23
Hobbyist,Hobbyist,0.00,Female,27
Hobbyist,Hobbyist,0.00,Male,36
Hobbyist,Hobbyist,0.00,Male,36
Hobbyist,Hobbyist,0.00,Female,37
Hobbyist,Hobbyist,0.00,Male,28
Hobbyist,Hobbyist,0.00,Female,25
Hobbyist,Hobbyist,0.00,Female,28
Hobbyist,Hobbyist,0.00,Female,31
Hobbyist,Hobbyist,0.00,Male,37
Hobbyist,Hobbyist,0.00,Female,26
Hobbyist,Hobbyist,0.00,Female,55
Hobbyist,Hobbyist,0.00,Female,28
Hobbyist,Hobbyist,0.00,Female,25
Hobbyist,Hobbyist,0.00,Male,28
Hobbyist,Hobbyist,0.00,Female,50
Hobbyist,Hobbyist,0.00,Female,23
Hobbyist,Hobbyist,0.00,Female,44
Hobbyist,Hobbyist,0.00,Male,29
Hobbyist,Hobbyist,0.00,Female,31
Hobbyist,Hobbyist,0.00,Female,33
Hobbyist,Hobbyist,0.00,Male,34
Hobbyist,Hobbyist,0.00,Female,35
Hobbyist,Hobbyist,0.00,Female,21
Hobbyist,Hobbyist,0.00,Male,31
Hobbyist,Hobbyist,0.00,Female,29
Hobbyist,Hobbyist,0.00,Female,52
Hobbyist,Hobbyist,0.00,Female,59
Hobbyist,Hobbyist,0.00,Female,39
Hobbyist,Hobbyist,0.00,Male,20
Hobbyist,Hobbyist,0.00,Male,23
Hobbyist,Hobbyist,0.00,Female,61
Hobbyist,Hobbyist,0.00,Female,23
Hobbyist,Hobbyist,0.00,Male,27
Hobbyist,Hobbyist,0.00,Female,25
Hobbyist,Hobbyist,0.00,Female,24
Hobbyist,Hobbyist,0.00,Male,28
Hobbyist,Hobbyist,0.00,Female,39
Hobbyist,Hobbyist,0.00,Male,27
Hobbyist,Hobbyist,0.00,Female,32
Hobbyist,Hobbyist,0.00,Female,52
Hobbyist,Hobbyist,0.00,Female,49
Hobbyist,Hobbyist,0.00,Female,25
Hobbyist,Hobbyist,0.00,Female,40
Hobbyist,Hobbyist,0.00,Female,28
Hobbyist,Hobbyist,0.00,Male,21
Hobbyist,Hobbyist,0.00,Female,27
Hobbyist,Hobbyist,0.00,Female,55
Hobbyist,Hobbyist,0.00,Female,22
Hobbyist,Hobbyist,0.00,Male,22
Hobbyist,Hobbyist,0.00,Male,41
Hobbyist,Hobbyist,0.00,Female,52
Hobbyist,Hobbyist,0.00,Female,63
Hobbyist,Hobbyist,0.00,Female,37
Hobbyist,Hobbyist,0.00,Female,46
Hobbyist,Hobbyist,0.00,Male,60
Hobbyist,Hobbyist,0.00,Female,39
Hobbyist,Hobbyist,0.00,Female,29
Hobbyist,Hobbyist,1.00,Female,50
Hobbyist,Hobbyist,1.00,Male,21
Hobbyist,Hobbyist,1.00,Male,34
Hobbyist,Hobbyist,1.00,Male,26
Hobbyist,Hobbyist,1.00,Female,28
Hobbyist,Hobbyist,1.00,Male,19
Hobbyist,Hobbyist,1.00,Male,32
Hobbyist,Hobbyist,1.00,Female,49
Hobbyist,Hobbyist,1.00,Male,33
Hobbyist,Hobbyist,1.00,Female,40
Hobbyist,Hobbyist,1.00,Male,29
Hobbyist,Hobbyist,1.00,Male,38
Hobbyist,Hobbyist,1.00,Male,24
Hobbyist,Hobbyist,1.00,Female,29
Hobbyist,Hobbyist,1.00,Male,38
Hobbyist,Hobbyist,1.00,Male,30
Hobbyist,Hobbyist,1.00,Female,30
Hobbyist,Hobbyist,1.00,Female,31
Hobbyist,Hobbyist,1.00,Female,45
Hobbyist,Hobbyist,1.00,Male,25
Hobbyist,Hobbyist,1.00,Male,42
Hobbyist,Hobbyist,1.00,Female,45
Hobbyist,Hobbyist,1.00,Female,25
Hobbyist,Hobbyist,1.00,Male,52
Hobbyist,Hobbyist,1.00,Female,41
Hobbyist,Hobbyist,1.00,Male,28
Hobbyist,Hobbyist,1.00,Female,40
Hobbyist,Hobbyist,1.00,Male,29
Hobbyist,Hobbyist,1.00,Female,24
Hobbyist,Hobbyist,1.00,Male,34
Hobbyist,Hobbyist,1.00,Female,50
Hobbyist,Hobbyist,1.00,Female,22
Hobbyist,Hobbyist,1.00,Female,28
Hobbyist,Hobbyist,1.00,Female,39
Hobbyist,Hobbyist,1.00,Female,23
Hobbyist,Hobbyist,1.00,Female,54
Hobbyist,Hobbyist,1.00,Male,47
Hobbyist,Hobbyist,1.00,Female,54
Hobbyist,Hobbyist,1.00,Male,25
Hobbyist,Hobbyist,1.00,Male,32
Hobbyist,Hobbyist,1.00,Male,28
Hobbyist,Hobbyist,1.00,Male,27
Hobbyist,Hobbyist,1.00,Male,21
Hobbyist,Hobbyist,1.00,Male,30
Hobbyist,Hobbyist,1.00,Male,32
Hobbyist,Hobbyist,1.00,Female,29
Hobbyist,Hobbyist,1.00,Male,24
Hobbyist,Hobbyist,1.00,Male,23
Hobbyist,Hobbyist,1.00,Male,27
Hobbyist,Hobbyist,1.00,Male,21
Hobbyist,Hobbyist,1.00,Female,49
Hobbyist,Hobbyist,1.00,Female,30
Hobbyist,Hobbyist,1.00,Prefer not to tell,19
Hobbyist,Hobbyist,1.00,Female,24
Hobbyist,Hobbyist,1.00,Female,37
Hobbyist,Hobbyist,1.00,Female,27
Hobbyist,Hobbyist,1.00,Female,51
Hobbyist,Hobbyist,1.00,Male,23
Hobbyist,Hobbyist,1.00,Male,32
Hobbyist,Hobbyist,1.00,Female,23
Hobbyist,Hobbyist,1.00,Female,43
Hobbyist,Hobbyist,1.00,Female,32
Hobbyist,Hobbyist,1.00,Male,27
Hobbyist,Hobbyist,1.00,Male,33
Hobbyist,Hobbyist,1.00,Female,32
Hobbyist,Hobbyist,1.00,Female,43
Hobbyist,Hobbyist,1.00,Male,32
Hobbyist,Hobbyist,1.00,Male,25
Hobbyist,Hobbyist,1.00,Female,27
Hobbyist,Hobbyist,1.00,Female,29
Hobbyist,Hobbyist,1.00,Female,35
Hobbyist,Hobbyist,1.00,Male,23
Hobbyist,Hobbyist,1.00,Male,30
Hobbyist,Hobbyist,1.00,Male,27
Hobbyist,Hobbyist,1.00,Female,23
Hobbyist,Hobbyist,1.00,Male,25
Hobbyist,Hobbyist,1.00,Male,26
Hobbyist,Hobbyist,1.00,Female,36
Hobbyist,Hobbyist,1.00,Male,26
Hobbyist,Hobbyist,1.00,Male,28
Hobbyist,Hobbyist,1.00,Female,27
Hobbyist,Hobbyist,1.00,Female,26
Hobbyist,Hobbyist,1.00,Male,22
Hobbyist,Hobbyist,1.00,Male,23
Hobbyist,Hobbyist,1.00,Male,31
Hobbyist,Hobbyist,1.00,Female,24
Hobbyist,Hobbyist,1.00,Male,36
Hobbyist,Hobbyist,1.00,Female,30
Hobbyist,Hobbyist,1.00,Male,25
Hobbyist,Hobbyist,1.00,Female,45
Hobbyist,Hobbyist,1.00,Male,30
Hobbyist,Hobbyist,1.00,Male,22
Hobbyist,Hobbyist,1.00,Female,30
Hobbyist,Hobbyist,1.00,Male,22
Hobbyist,Hobbyist,1.00,Female,23
Hobbyist,Hobbyist,1.00,Male,28
Hobbyist,Hobbyist,1.00,Female,33
Hobbyist,Hobbyist,1.00,Male,24
Hobbyist,Hobbyist,1.00,Female,35
Hobbyist,Hobbyist,1.00,Female,27
Hobbyist,Hobbyist,1.00,Male,49
Hobbyist,Hobbyist,1.00,Male,35
Hobbyist,Hobbyist,1.00,Male,24
Hobbyist,Hobbyist,1.00,Male,28
Hobbyist,Hobbyist,1.00,Female,28
Hobbyist,Hobbyist,1.00,Male,22
Hobbyist,Hobbyist,1.00,Male,31
Hobbyist,Hobbyist,1.00,Female,36
Hobbyist,Hobbyist,1.00,Female,37
Hobbyist,Hobbyist,1.00,Male,29
Hobbyist,Hobbyist,1.00,Female,33
Hobbyist,Hobbyist,1.00,Female,24
Hobbyist,Hobbyist,1.00,Female,51
Hobbyist,Hobbyist,1.00,Female,21
Hobbyist,Hobbyist,1.00,Male,30
Hobbyist,Hobbyist,1.00,Female,27
Hobbyist,Hobbyist,1.00,Male,30
Hobbyist,Hobbyist,1.00,Male,25
Hobbyist,Hobbyist,1.00,Male,24
Hobbyist,Hobbyist,1.00,Female,31
Hobbyist,Hobbyist,1.00,Male,32
Hobbyist,Hobbyist,1.00,Female,29
Hobbyist,Hobbyist,1.00,Male,25
Hobbyist,Hobbyist,1.00,Male,27
Hobbyist,Hobbyist,1.00,Male,26
Hobbyist,Hobbyist,1.00,Male,24
Hobbyist,Hobbyist,1.00,Female,21
Hobbyist,Hobbyist,1.00,Male,44
Hobbyist,Hobbyist,1.00,Female,34
Hobbyist,Hobbyist,1.00,Male,19
Hobbyist,Hobbyist,1.00,Male,29
Hobbyist,Hobbyist,1.00,Female,30
Hobbyist,Hobbyist,1.00,Male,25
Hobbyist,Hobbyist,1.00,Female,32
Hobbyist,Hobbyist,1.00,Male,24
Hobbyist,Hobbyist,1.00,Female,29
Hobbyist,Hobbyist,1.00,Male,39
Hobbyist,Hobbyist,1.00,Female,20
Hobbyist,Hobbyist,1.00,Male,26
Hobbyist,Hobbyist,1.00,Female,30
Hobbyist,Hobbyist,1.00,Male,31
Hobbyist,Hobbyist,1.00,Male,25
Hobbyist,Hobbyist,1.00,Male,21
Hobbyist,Hobbyist,1.00,Female,35
Hobbyist,Hobbyist,1.00,Female,42
Hobbyist,Hobbyist,1.00,Male,28
Hobbyist,Hobbyist,1.00,Female,23
Hobbyist,Hobbyist,1.00,Male,25
Hobbyist,Hobbyist,1.00,Male,24
Hobbyist,Hobbyist,1.00,Female,33
Hobbyist,Hobbyist,1.00,Male,41
Hobbyist,Hobbyist,1.00,Male,32
Hobbyist,Hobbyist,1.00,Female,40
Hobbyist,Hobbyist,1.00,Female,29
Hobbyist,Hobbyist,1.00,Prefer not to tell,40
Hobbyist,Hobbyist,1.00,Male,23
Hobbyist,Hobbyist,1.00,Female,31
Hobbyist,Hobbyist,1.00,Female,37
