% 1. Title: Microtasks from Experiment One
%
% 2. Sources:
%      (a) Creator: Christian Medeiros Adriano
%      (b) Date of Experiment: October 20, 2014
%      (c) Paper draft = https://arxiv.org/abs/1612.03015
%
%
%THESE FIELDS ARE MISSING IN THE FILE
%
%@ATTRIBUTE test1 NUMERIC  
%@ATTRIBUTE test2 NUMERIC
%@ATTRIBUTE test3 NUMERIC
%@ATTRIBUTE test4 NUMERIC
%@ATTRIBUTE grade NUMERIC
%@ATTRIBUTE testDuration NUMERIC
%
% Have to add double quotes for all text fields (question, answer and feedback)
%

@RELATION Task

@ATTRIBUTE time_stamp STRING
@ATTRIBUTE task_type {MICROTASK}
@ATTRIBUTE worker_id NUMERIC		
@ATTRIBUTE session_id STRING		
@ATTRIBUTE microtask_id NUMERIC
@ATTRIBUTE file_name STRING
@ATTRIBUTE question STRING
@ATTRIBUTE answer {NO,PROBABLY_NOT,I_CANT_TELL,PROBABLY_YES,YES}
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE explanation STRING
@ATTRIBUTE consent_date NUMERIC
@ATTRIBUTE feedback STRING
@ATTRIBUTE gender STRING
@ATTRIBUTE years_programming NUMERIC
@ATTRIBUTE difficulty NUMERIC
@ATTRIBUTE country STRING
@ATTRIBUTE age NUMERIC

@DATA
09:06:01.666,MICROTASK,39_1,496ce9A-5C-8-56,57,2SelectTranslator_buggy.java,Is there maybe something wrong with the invocation of function 'getName' in function 'appendColumn' at line 542 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),YES,2428.0,fff,1.414155900304E12,rr,Male,33,2,33,33
09:06:50.843,MICROTASK,8_1,498Cg-9e-1g-1-2-9,175,11ByteArrayBuffer_buggy.java,Is there maybe something wrong with the invocation of function 'copyOf' in function 'grow' at line 121 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),YES,139483.0,This method returns a copy of the original array; truncated or padded with zeros to obtain the specified length public static int[] copyOf(int[] original;int newLength),1.41415564576E12,very nice task,Male,3,7,India,25
09:08:45.010,MICROTASK,64_1,493aC-4e0g-2-3-9,176,11ByteArrayBuffer_buggy.java,Is there perhaps something wrong with the values of the parameters received by function 'copyOf' when called by function 'grow' at line 121 (e.g.; wrong variables used as parameters; wrong order; missing or wrong type of parameter; values of the parameters are not checked; etc .)?,NO,22773.0,,1.414156008093E12,-,Female,0,7,usa,43
09:08:56.353,MICROTASK,64_1,493aC-4e0g-2-3-9,157,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong with the invocation of function 'isDisposed' in function 'appendMessage' at line 80 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,11343.0,,1.414156008093E12,-,Female,0,7,usa,43
09:08:59.968,MICROTASK,64_1,493aC-4e0g-2-3-9,20,1buggy_ApacheCamel.txt,Is there maybe something wrong with the body of the conditional clause between lines 82 and 85 (e.g.; enters the wrong branch; makes a call to a null pointer; calls a wrong type; etc.)?,NO,3615.0,,1.414156008093E12,-,Female,0,7,usa,43
09:09:02.369,MICROTASK,64_1,493aC-4e0g-2-3-9,165,9buggy_Hystrix_buggy.txt,Is there maybe something wrong with the invocation of function 'get' in function 'endCurrentThreadExecutingCommand' at line 88 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,2401.0,,1.414156008093E12,-,Female,0,7,usa,43
09:09:05.478,MICROTASK,64_1,493aC-4e0g-2-3-9,184,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the invocation of function 'get' in function 'merge' at line 246 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,3109.0,,1.414156008093E12,-,Female,0,7,usa,43
09:09:10.569,MICROTASK,64_1,493aC-4e0g-2-3-9,171,10HashPropertyBuilder_buggy.java,Is there maybe something wrong with the invocation of function 'calculateVIntSize' in function 'calculateNumPopulatedBytes' at line 140 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,5091.0,,1.414156008093E12,-,Female,0,7,usa,43
09:09:15.319,MICROTASK,8_1,498Cg-9e-1g-1-2-9,152,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong in the declaration of function 'appendMessage' at line 78 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,PROBABLY_YES,144476.0,public class IOGraphic { 	private static StringBuffer sb = new StringBuffer(),1.41415564576E12,very nice task,Male,3,7,India,25
09:09:15.489,MICROTASK,64_1,493aC-4e0g-2-3-9,101,3buggy_PatchSetContentRemoteFactory_buggy.txt,Is there maybe something wrong with the invocation of function 'getWrittenOn' in function 'addComments' at line 106 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,4920.0,,1.414156008093E12,-,Female,0,7,usa,43
09:09:17.858,MICROTASK,64_1,493aC-4e0g-2-3-9,148,7buggy_ReviewTaskMapper_buggy.txt,Is there maybe something wrong with the invocation of function 'getItems' in function 'mapScope' at line 234 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,2368.0,,1.414156008093E12,-,Female,0,7,usa,43
09:09:20.762,MICROTASK,64_1,493aC-4e0g-2-3-9,123,6ReviewScopeNode_buggy.java,Is there maybe something wrong with the invocation of function 'getType' in function 'convertScopeToDescription' at line 61 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,2904.0,,1.414156008093E12,-,Female,0,7,usa,43
09:09:23.327,MICROTASK,64_1,493aC-4e0g-2-3-9,60,2SelectTranslator_buggy.java,Is it possible that the conditional clause at line 547 has problems (e.g.; wrong Boolean operator; wrong comparison; misplaced parentheses; etc.)?,NO,2565.0,,1.414156008093E12,-,Female,0,7,usa,43
09:10:00.528,MICROTASK,70_1,492Ci-5e1C7-6-5,173,11ByteArrayBuffer_buggy.java,Is there maybe something wrong in the declaration of function 'grow' at line 120 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,YES,63339.0,it needs to specify what should "grow".  i.e.; grow(thisdata),1.414156055577E12,-,Male,1,5,US,41
09:10:02.549,MICROTASK,8_1,498Cg-9e-1g-1-2-9,15,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'getAbsoluteFilePath' in function 'acquireExclusiveReadLock' at line 80 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,47230.0,You cannot do that for security reasons. The only way I know to circumvent this is by using flash / silverlight / java applet or something that works on the browser; and as part of uploading the file it also sends the path on the client,1.41415564576E12,very nice task,Male,3,7,India,25
09:10:28.669,MICROTASK,71_1,491CE9E0E546,174,11ByteArrayBuffer_buggy.java,Is there possibly something wrong with the body of function 'grow' between lines 120 and 122 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,I_CANT_TELL,71351.0,There is not enough background code provided.,1.414156079447E12,-,Female,2,5,US,25
09:10:29.041,MICROTASK,87_1,488ca1c7C16-1,173,11ByteArrayBuffer_buggy.java,Is there maybe something wrong in the declaration of function 'grow' at line 120 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,PROBABLY_NOT,15481.0,declaration seems correct,1.414156201427E12,Good survey,Male,5,6,USA,27
09:10:58.778,MICROTASK,8_1,498Cg-9e-1g-1-2-9,164,9buggy_Hystrix_buggy.txt,Is there maybe something wrong with the invocation of function 'pop' in function 'endCurrentThreadExecutingCommand' at line 88 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,56229.0, private static final Logger logger = LoggerFactory.getLogger(Hystrix.class),1.41415564576E12,very nice task,Male,3,7,India,25
09:10:59.319,MICROTASK,70_1,492Ci-5e1C7-6-5,158,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong with the invocation of function 'setText' in function 'appendMessage' at line 81 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,58791.0,looks to me that the message is valid in the functions; and then subsequently called correctly with the setText code.,1.414156055577E12,-,Male,1,5,US,41
09:11:48.589,MICROTASK,8_1,498Cg-9e-1g-1-2-9,179,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the 'While-loop' construct at line 244 (e.g.; incorrect initialization; wrong counter increment; wrong exit condition; etc.)?,I_CANT_TELL,49811.0,first release. this basic version allows editing and playing of tiles.    some simple commands are also included,1.41415564576E12,very nice task,Male,3,7,India,25
09:11:51.122,MICROTASK,8_1,498Cg-9e-1g-1-2-9,166,10HashPropertyBuilder_buggy.java,Is there maybe something wrong in the declaration of function 'calculateNumPopulatedBytes' at line 136 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,NO,2533.0,,1.41415564576E12,very nice task,Male,3,7,India,25
09:11:54.384,MICROTASK,8_1,498Cg-9e-1g-1-2-9,96,3buggy_PatchSetContentRemoteFactory_buggy.txt,Is there maybe something wrong with the invocation of function 'getAuthor' in function 'addComments' at line 103 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,3262.0,,1.41415564576E12,very nice task,Male,3,7,India,25
09:12:15.806,MICROTASK,87_1,488ca1c7C16-1,152,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong in the declaration of function 'appendMessage' at line 78 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,NO,106765.0,declaration is correct,1.414156201427E12,Good survey,Male,5,6,USA,27
09:12:17.185,MICROTASK,70_1,492Ci-5e1C7-6-5,21,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'equals' in function 'acquireExclusiveReadLock' at line 82 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),YES,77866.0,I don't see anything that is related to getFileNameOnly in the functions.,1.414156055577E12,-,Male,1,5,US,41
09:12:21.609,MICROTASK,85_1,487EI-8I2i791,174,11ByteArrayBuffer_buggy.java,Is there possibly something wrong with the body of function 'grow' between lines 120 and 122 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,NO,117967.0,,1.414156195414E12
09:12:23.004,MICROTASK,73_1,489aI1C8G7-7-4,176,11ByteArrayBuffer_buggy.java,Is there perhaps something wrong with the values of the parameters received by function 'copyOf' when called by function 'grow' at line 121 (e.g.; wrong variables used as parameters; wrong order; missing or wrong type of parameter; values of the parameters are not checked; etc .)?,I_CANT_TELL,132487.0,I can't tell  ,1.414156096316E12,Good.,Female,5,6,India,25
09:12:31.451,MICROTASK,73_1,489aI1C8G7-7-4,161,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong with the invocation of function 'getParent' in function 'appendMessage' at line 82 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,8447.0,I can't tell  ,1.414156096316E12,Good.,Female,5,6,India,25
09:12:37.770,MICROTASK,73_1,489aI1C8G7-7-4,24,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'getSize' in function 'acquireExclusiveReadLock' at line 83 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,6319.0,I can't tell  ,1.414156096316E12,Good.,Female,5,6,India,25
09:12:38.353,MICROTASK,8_1,498Cg-9e-1g-1-2-9,151,7buggy_ReviewTaskMapper_buggy.txt,Is there maybe something wrong with the invocation of function 'mapScopeItem' in function 'mapScope' at line 235 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,43969.0,,1.41415564576E12,very nice task,Male,3,7,India,25
09:12:43.156,MICROTASK,73_1,489aI1C8G7-7-4,165,9buggy_Hystrix_buggy.txt,Is there maybe something wrong with the invocation of function 'get' in function 'endCurrentThreadExecutingCommand' at line 88 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,5386.0,I can't tell  ,1.414156096316E12,Good.,Female,5,6,India,25
09:12:47.653,MICROTASK,70_1,492Ci-5e1C7-6-5,162,9buggy_Hystrix_buggy.txt,Is there maybe something wrong in the declaration of function 'endCurrentThreadExecutingCommand' at line 87 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,PROBABLY_YES,30468.0,get(what?)  seems to be missing a parameter.,1.414156055577E12,-,Male,1,5,US,41
09:12:48.038,MICROTASK,73_1,489aI1C8G7-7-4,188,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the invocation of function 'ClockEntry' in function 'merge' at line 248 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,4882.0,I can't tell  ,1.414156096316E12,Good.,Female,5,6,India,25
09:12:54.136,MICROTASK,73_1,489aI1C8G7-7-4,168,10HashPropertyBuilder_buggy.java,Is there maybe something wrong with the invocation of function 'nextOrdinal' in function 'calculateNumPopulatedBytes' at line 138 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,6098.0,I can't tell  ,1.414156096316E12,Good.,Female,5,6,India,25
09:12:58.362,MICROTASK,73_1,489aI1C8G7-7-4,105,3buggy_PatchSetContentRemoteFactory_buggy.txt,Is there maybe something wrong with the invocation of function 'getMessage' in function 'addComments' at line 107 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,4226.0,I can't tell  ,1.414156096316E12,Good.,Female,5,6,India,25
09:13:04.157,MICROTASK,73_1,489aI1C8G7-7-4,144,7buggy_ReviewTaskMapper_buggy.txt,Is there maybe something wrong in the declaration of function 'mapScope' at line 231 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,I_CANT_TELL,5795.0,I can't tell  ,1.414156096316E12,Good.,Female,5,6,India,25
09:13:08.897,MICROTASK,73_1,489aI1C8G7-7-4,127,6ReviewScopeNode_buggy.java,Is there maybe something wrong with the invocation of function 'put' in function 'convertScopeToDescription' at line 63 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,4740.0,I can't tell  ,1.414156096316E12,Good.,Female,5,6,India,25
09:13:12.500,MICROTASK,8_1,498Cg-9e-1g-1-2-9,118,6ReviewScopeNode_buggy.java,Is there maybe something wrong in the declaration of function 'convertScopeToDescription' at line 57 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,NO,34147.0,,1.41415564576E12,very nice task,Male,3,7,India,25
09:13:14.096,MICROTASK,73_1,489aI1C8G7-7-4,64,2SelectTranslator_buggy.java,Is there maybe something wrong with the invocation of function 'put' in function 'appendColumn' at line 552 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),I_CANT_TELL,5199.0,I can't tell  ,1.414156096316E12,Good.,Female,5,6,India,25
09:13:18.742,MICROTASK,87_1,488ca1c7C16-1,25,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'getTimeInMillis' in function 'acquireExclusiveReadLock' at line 84 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,62936.0,f is not checked against the null pointer,1.414156201427E12,Good survey,Male,5,6,USA,27
09:13:27.378,MICROTASK,110_1,484eG-4g-5C52-5,173,11ByteArrayBuffer_buggy.java,Is there maybe something wrong in the declaration of function 'grow' at line 120 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,NO,46218.0,,1.414156296521E12
09:13:39.679,MICROTASK,110_1,484eG-4g-5C52-5,156,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong with the body of the conditional clause between lines 80 and 83 (e.g.; enters the wrong branch; makes a call to a null pointer; calls a wrong type; etc.)?,PROBABLY_NOT,12300.0,,1.414156296521E12
09:13:48.847,MICROTASK,110_1,484eG-4g-5C52-5,29,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'sleep' in function 'acquireExclusiveReadLock' at line 99 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),NO,9168.0,,1.414156296521E12
09:13:51.362,MICROTASK,49_1,490Ae9c-2i06-4,175,11ByteArrayBuffer_buggy.java,Is there maybe something wrong with the invocation of function 'copyOf' in function 'grow' at line 121 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,269339.0,The function appears to be in the correct place. ,1.41415594434E12,-,Male,2,6,United States,28
09:13:54.048,MICROTASK,110_1,484eG-4g-5C52-5,162,9buggy_Hystrix_buggy.txt,Is there maybe something wrong in the declaration of function 'endCurrentThreadExecutingCommand' at line 87 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,PROBABLY_NOT,5201.0,,1.414156296521E12
09:13:54.377,MICROTASK,8_1,498Cg-9e-1g-1-2-9,55,2SelectTranslator_buggy.java,Is there maybe something wrong with the body of the conditional clause between lines 542 and 557 (e.g.; enters the wrong branch; makes a call to a null pointer; calls a wrong type; etc.)?,I_CANT_TELL,41877.0,for (ColumnDescriptor column : columns) {                  if (attribute.getName().equals(column.getName())) { +                     +                    if (attributeOverrides == null) { +                        attributeOverrides = new HashMap<ObjAttribute; ColumnDescriptor>(); +                    }  ,1.41415564576E12,very nice task,Male,3,7,India,25
09:13:55.710,MICROTASK,110_1,484eG-4g-5C52-5,193,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the invocation of function 'getVersion' in function 'merge' at line 248 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,1662.0,,1.414156296521E12
09:13:57.372,MICROTASK,110_1,484eG-4g-5C52-5,166,10HashPropertyBuilder_buggy.java,Is there maybe something wrong in the declaration of function 'calculateNumPopulatedBytes' at line 136 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,PROBABLY_NOT,1662.0,,1.414156296521E12
09:14:00.496,MICROTASK,110_1,484eG-4g-5C52-5,110,3buggy_PatchSetContentRemoteFactory_buggy.txt,Is it possible that the conditional clause at line 110 has problems (e.g.; wrong Boolean operator; wrong comparison; misplaced parentheses; etc.)?,PROBABLY_NOT,3124.0,,1.414156296521E12
09:14:02.181,MICROTASK,110_1,484eG-4g-5C52-5,149,7buggy_ReviewTaskMapper_buggy.txt,Is there maybe something wrong with the invocation of function 'add' in function 'mapScope' at line 235 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,1684.0,,1.414156296521E12
09:14:03.875,MICROTASK,110_1,484eG-4g-5C52-5,132,6ReviewScopeNode_buggy.java,Is the body of the 'For-loop' between lines 68 and 79 possibly not producing what it is supposed to (e.g.; does not compute the expected result; does not exit at the expected iteration; etc.)?,NO,1694.0,,1.414156296521E12
09:14:05.796,MICROTASK,110_1,484eG-4g-5C52-5,33,2SelectTranslator_buggy.java,Is there possibly something wrong with the body of function 'appendColumn' between lines 520 and 560 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,PROBABLY_NOT,1920.0,,1.414156296521E12
09:14:10.632,MICROTASK,71_1,491CE9E0E546,159,8buggy_AbstractReviewSection_buggy.txt,Is there maybe something wrong with the invocation of function 'layout' in function 'appendMessage' at line 82 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,221963.0,the code should say true&&true ,1.414156079447E12,-,Female,2,5,US,25
09:14:12.462,MICROTASK,87_1,488ca1c7C16-1,162,9buggy_Hystrix_buggy.txt,Is there maybe something wrong in the declaration of function 'endCurrentThreadExecutingCommand' at line 87 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,PROBABLY_YES,53720.0,current command should be a static variable and it should be available for use,1.414156201427E12,Good survey,Male,5,6,USA,27
09:14:28.785,MICROTASK,71_1,491CE9E0E546,22,1buggy_ApacheCamel.txt,Is there maybe something wrong with the invocation of function 'getName' in function 'acquireExclusiveReadLock' at line 82 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_NOT,18153.0,,1.414156079447E12,-,Female,2,5,US,25
09:14:36.482,MICROTASK,70_1,492Ci-5e1C7-6-5,185,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the invocation of function 'getNodeId' in function 'merge' at line 247 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,108829.0,Math.max(v1.getNodeId();                                                                               v2.getNodeId,1.414156055577E12,-,Male,1,5,US,41
09:14:39.441,MICROTASK,71_1,491CE9E0E546,163,9buggy_Hystrix_buggy.txt,Is there possibly something wrong with the body of function 'endCurrentThreadExecutingCommand' between lines 87 and 89 (e.g.; function produces an incorrect return value; return statement is at the wrong place; does not properly handle error situations; etc.)?,PROBABLY_NOT,10656.0,,1.414156079447E12,-,Female,2,5,US,25
09:15:11.148,MICROTASK,71_1,491CE9E0E546,186,13buggy_VectorClock_buggy.txt,Is there maybe something wrong with the invocation of function 'getNodeId' in function 'merge' at line 247 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,31707.0,Improperly used,1.414156079447E12,-,Female,2,5,US,25
09:15:12.626,MICROTASK,87_1,488ca1c7C16-1,189,13buggy_VectorClock_buggy.txt,Is there perhaps something wrong with the values of the parameters received by function 'ClockEntry' when called by function 'merge' at line 248 (e.g.; wrong variables used as parameters; wrong order; missing or wrong type of parameter; values of the parameters are not checked; etc .)?,PROBABLY_YES,60164.0,the return type from max function should in the range of short ,1.414156201427E12,Good survey,Male,5,6,USA,27
09:15:17.227,MICROTASK,70_1,492Ci-5e1C7-6-5,172,10HashPropertyBuilder_buggy.java,Is there maybe something wrong with the invocation of function 'nextOrdinal' in function 'calculateNumPopulatedBytes' at line 141 (e.g.; should be at a different place in the code; should invoke a different function; has unanticipated side effects; return value is improperly used; etc.),PROBABLY_YES,40745.0,put line 141 after line 143,1.414156055577E12,-,Male,1,5,US,41
09:15:18.441,MICROTASK,71_1,491CE9E0E546,166,10HashPropertyBuilder_buggy.java,Is there maybe something wrong in the declaration of function 'calculateNumPopulatedBytes' at line 136 (e.g.; requires a parameter that is not listed; needs different parameters to produce the correct result; specifies the wrong or no return type; etc .)?,PROBABLY_NOT,7293.0,,1.414156079447E12,-,Female,2,5,US,25
09:16:04.828,MICROTASK,87_1,488ca1c7C16-1,169,10HashPropertyBuilder_buggy.java,Is there maybe something wrong with the 'While-loop' construct at line 139 (e.g.; incorrect initialization; wrong counter increment; wrong exit condition; etc.)?,I_CANT_TELL,52201.0,i think it is correct,1.414156201427E12,Good survey,Male,5,6,USA,27
